"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","POSTID","URL","TEXTO","FECHA","COMMENTS","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund","...13","datahoraposi"
"53","30 % der Weizenexporte weltweit stammen aus der Ukraine und Russland. Die Versorgungslage wird sich wegen der Getreide-Ausfälle durch den Krieg deshalb auf dem gesamten Globus deutlich verschlechtern. Die Ampel macht den Landwirten das Leben schwer und stellt sich nicht der Verantwortung, mehr Lebensmittel zu produzieren. Wir fordern:
🔵 schnelle & unbürokratische Hilfe für unsere Bauern
🔵 Möglichkeit zum Anbau von Nahrungs- & Futtermitteln auf Brachflächen für 2022
🔵 Verabschiedung von alten grünen Ideologien & eine Neubewertung der Agrarpolitik mit Blick auf die Lebensmittelkrise

#Lebensmittel","2022-04-03T09:00:26","Publicación de Instagram",150,7,NA,NA,0,0,"2022-04-03","09:00:26","er Weizene","https://www.instagram.com/p/Cb5RPKqqkl0/","30 % der Weizenexporte weltweit stammen aus der Ukraine und Russland. Die Versorgungslage wird sich wegen der Getreide-Ausfälle durch den Krieg deshalb auf dem gesamten Globus deutlich verschlechtern. Die Ampel macht den Landwirten das Leben schwer und stellt sich nicht der Verantwortung, mehr Lebensmittel zu produzieren. Wir fordern:
🔵 schnelle & unbürokratische Hilfe für unsere Bauern
🔵 Möglichkeit zum Anbau von Nahrungs- & Futtermitteln auf Brachflächen für 2022
🔵 Verabschiedung von alten grünen Ideologien & eine Neubewertung der Agrarpolitik mit Blick auf die Lebensmittelkrise

#Lebensmittel
5 Wo.",2022-04-03,0,"Unterseiteworter","inzwischen","gebastelt","Landwirtschaft","Ukraine",1,NA,NA,2022-04-03 09:00:26
"54","30 % der Weizenexporte weltweit stammen aus der Ukraine und Russland. Die Versorgungslage wird sich wegen der Getreide-Ausfälle durch den Krieg deshalb auf dem gesamten Globus deutlich verschlechtern. Die Ampel macht den Landwirten das Leben schwer und stellt sich nicht der Verantwortung, mehr Lebensmittel zu produzieren. Wir fordern:
🔵 schnelle & unbürokratische Hilfe für unsere Bauern
🔵 Möglichkeit zum Anbau von Nahrungs- & Futtermitteln auf Brachflächen für 2022
🔵 Verabschiedung von alten grünen Ideologien & eine Neubewertung der Agrarpolitik mit Blick auf die Lebensmittelkrise

#Lebensmittel","2022-04-03T09:00:26","Publicación de Instagram",150,7,NA,NA,0,0,"2022-04-03","09:00:26","er Weizene","https://www.instagram.com/p/Cb75ijToOo6/","30 % der Weizenexporte weltweit stammen aus der Ukraine und Russland. Die Versorgungslage wird sich wegen der Getreide-Ausfälle durch den Krieg deshalb auf dem gesamten Globus deutlich verschlechtern. Die Ampel macht den Landwirten das Leben schwer und stellt sich nicht der Verantwortung, mehr Lebensmittel zu produzieren. Wir fordern:
🔵 schnelle & unbürokratische Hilfe für unsere Bauern
🔵 Möglichkeit zum Anbau von Nahrungs- & Futtermitteln auf Brachflächen für 2022
🔵 Verabschiedung von alten grünen Ideologien & eine Neubewertung der Agrarpolitik mit Blick auf die Lebensmittelkrise

#Lebensmittel
5 Wo.",2022-04-04,0,"worter","worter","gebastelt","Landwirtschaft","Ukraine",1,NA,NA,2022-04-03 09:00:26
"55","Gestern Abend fand die Ehrung der Sportler des Jahres 2021 statt. Hier die Ergebnisse: 

+ Sportlerin des Jahres: 🥉Tina Punzel, vom Dresdner SC 1898, Wasserspringen 
+ Sportler des Jahres: 🥇Tom Liebscher, KC Dresden, Kanu-Rennsport 
+ Mannschaft des Jahres: 🏆 Dresden Monarchs
+ Trainer des Jahres: 💪 Boris Rozenberg, Wasserspringen #standwithU 🇺🇦

Herzlichen Glückwunsch 💐

#dresden #stadtdresden #sportlerdesjahres2021 #borisrozenberg #dresdenmonarchs #tinapunzel #tomliebscher #sachsen","2022-04-02T23:55:42","Publicación de Instagram",236,12,NA,NA,1,0,"2022-04-02","23:55:42","n Abend fa","https://www.instagram.com/p/Cb4S5YOIkrx/","Gestern Abend fand die Ehrung der Sportler des Jahres 2021 statt. Hier die Ergebnisse:

+ Sportlerin des Jahres: 🥉Tina Punzel, vom Dresdner SC 1898, Wasserspringen
+ Sportler des Jahres: 🥇Tom Liebscher, KC Dresden, Kanu-Rennsport
+ Mannschaft des Jahres: 🏆 Dresden Monarchs
+ Trainer des Jahres: 💪 Boris Rozenberg, Wasserspringen #standwithU 🇺🇦

Herzlichen Glückwunsch 💐

#dresden #stadtdresden #sportlerdesjahres2021 #borisrozenberg #dresdenmonarchs #tinapunzel #tomliebscher #sachsen
5 Wo.",2022-04-03,1,"aktivitäten","bild","spontan","freizeit","Sport",1,"Glückwunsch",NA,2022-04-02 23:55:42
"56","❌Kein Aprilscherz.

Die #Inflation kennt aktuell nur eine Richtung 📈 & das in historischer Dimension. 

Die 🚦 muss endlich eine stimmige Gesamtstrategie vorlegen, um den Herausforderungen für Bürger & Wirtschaft entgegenzuwirken. Ein Flickenteppich mit Einzelmaßnahmen reicht nicht aus, Herr @bundeskanzler.

🤔 Wie seht ihr das?","2022-04-01T02:05:36","Publicación de Instagram",171,8,NA,NA,3,0,"2022-04-01","02:05:36","Aprilscher","https://www.instagram.com/p/CbzYLDQqmtM/","❌Kein Aprilscherz.

Die #Inflation kennt aktuell nur eine Richtung 📈 & das in historischer Dimension.

Die 🚦 muss endlich eine stimmige Gesamtstrategie vorlegen, um den Herausforderungen für Bürger & Wirtschaft entgegenzuwirken. Ein Flickenteppich mit Einzelmaßnahmen reicht nicht aus, Herr @bundeskanzler.

🤔 Wie seht ihr das?
5 Wo.",2022-04-01,1,"worter","worter","gebastelt","Lebenskosten","Inflation",1,"böse",NA,2022-04-01 02:05:36
"57","SPD-Bundesinnenministerin #Faeser muss endlich tätig werden. Kriegsflüchtlinge aus der #Ukraine müssen systematisch registriert und unterstützt werden. Das ermöglicht sichere Unterbringung, medizinische Hilfe & Schutz für die kriegsgeflüchteten Frauen & Kinder. 

#StandWithUkraine 🇺🇦","2022-03-29T21:00:18","Publicación de Instagram",155,7,NA,NA,0,0,"2022-03-29","21:00:18","ndesinnenm","https://www.instagram.com/p/CbtrpNAqghp/","SPD-Bundesinnenministerin #Faeser muss endlich tätig werden. Kriegsflüchtlinge aus der #Ukraine müssen systematisch registriert und unterstützt werden. Das ermöglicht sichere Unterbringung, medizinische Hilfe & Schutz für die kriegsgeflüchteten Frauen & Kinder.

#StandWithUkraine 🇺🇦
5 Wo.",2022-03-30,0,"worter","worter","gebastelt","Ukraine","Geflüchtete",1,"böse",NA,2022-03-29 21:00:18
"58","Das heute von der 🚦 angekündigte Paket ist der kleinste gemeinsame Nenner der Koalitionsparteien. Das Sammelsurium einzelner Maßnahmen schafft keine Entlastung, sondern stiftet Bürokratie und sogar Mehrbelastung. Studenten, Rentner und alle Nichtsteuerzahler gehen leer aus. @cducsubt","2022-03-24T12:00:48","Publicación de Instagram",223,10,NA,NA,0,0,"2022-03-24","12:00:48","ute von de","https://www.instagram.com/lars.rohwer.politik/","Das heute von der 🚦 angekündigte Paket ist der kleinste gemeinsame Nenner der Koalitionsparteien. Das Sammelsurium einzelner Maßnahmen schafft keine Entlastung, sondern stiftet Bürokratie und sogar Mehrbelastung. Studenten, Rentner und alle Nichtsteuerzahler gehen leer aus. @cducsubt
6 Wo.",2022-03-24,0,"worter","worter","gebastelt","Lebenskosten","Maßnahme",1,"böse",NA,2022-03-24 12:00:48
"59","Seit 1992 rufen die Vereinten Nationen zum #Weltwassertag auf. #Wasser 💦 ist die essenziellste Ressource allen Lebens.

Der Weltwassertag💧2022 stärkt unsere Aufmerksamkeit für unser Grundwasser, unseren unsichtbaren Schatz. Ich möchte uns in Erinnerung rufen, dass allein im #Wahlkreis160 etliche Trinkwasserschutzgebiete liegen; so z.B. bei #Großerkmannsdorf, #Größröhrsdorf, #OttendorfOkrilla und vom Wachwitzer #Elbhang bis nach #Pillnitz. Diese gilt es zu schützen. Lasst uns generell mit Wasser sparsam umgehen!

#Grundwasser #Grundwasserschutz #Moor #Elbe #Röder #WasserSparen","2022-03-23T15:35:20","Publicación de Instagram",200,4,NA,NA,0,0,"2022-03-23","15:35:20","992 rufen ","https://www.instagram.com/p/Cbdpr02K6QO/","Seit 1992 rufen die Vereinten Nationen zum #Weltwassertag auf. #Wasser 💦 ist die essenziellste Ressource allen Lebens.

Der Weltwassertag💧2022 stärkt unsere Aufmerksamkeit für unser Grundwasser, unseren unsichtbaren Schatz. Ich möchte uns in Erinnerung rufen, dass allein im #Wahlkreis160 etliche Trinkwasserschutzgebiete liegen; so z.B. bei #Großerkmannsdorf, #Größröhrsdorf, #OttendorfOkrilla und vom Wachwitzer #Elbhang bis nach #Pillnitz. Diese gilt es zu schützen. Lasst uns generell mit Wasser sparsam umgehen!

#Grundwasser #Grundwasserschutz #Moor #Elbe #Röder #WasserSparen
6 Wo.",2022-03-23,0,"landschaftframed","bild","profesional","Umwelt",NA,1,"Ephemeriden",NA,2022-03-23 15:35:20
"60",">>> Obwohl ich schon viele Jahre im Sächsischen #Landtag 🤍💚 arbeiten durfte, ist das Abgeordneten-Dasein im Deutschen #Bundestag 🖤❤️💛 doch ganz neu! 🤩

Die Konrad-Adenauer-Stiftung @onlinekas hat mich und andere neue MdB-Kolleginnen und Kollegen genau dazu befragt. Wir haben uns über die alles überlagernden Themen - #Ukraine 🇺🇦 und #Corona🦠Impfpflicht - genau so unterhalten wie über meinen Lieblingsplatz im #Wahlkreis160 oder Survivaltipps für lange Sitzungstage.

Es ist mir eine Ehre Mitglied des Deutschen Bundestages zu sein und ich freue mich hier anpacken zu können! Danke für euren Besuch, liebe KAS. Und bis zum nächsten Mal. 🙋🏻‍♂️","2022-03-22T08:00:32","Publicación de Instagram",249,30,NA,NA,1,0,"2022-03-22","08:00:32","wohl ich s","https://www.instagram.com/p/CbaQ17EqbJb/",">>> Obwohl ich schon viele Jahre im Sächsischen #Landtag 🤍💚 arbeiten durfte, ist das Abgeordneten-Dasein im Deutschen #Bundestag 🖤❤️💛 doch ganz neu! 🤩

Die Konrad-Adenauer-Stiftung @onlinekas hat mich und andere neue MdB-Kolleginnen und Kollegen genau dazu befragt. Wir haben uns über die alles überlagernden Themen - #Ukraine 🇺🇦 und #Corona🦠Impfpflicht - genau so unterhalten wie über meinen Lieblingsplatz im #Wahlkreis160 oder Survivaltipps für lange Sitzungstage.

Es ist mir eine Ehre Mitglied des Deutschen Bundestages zu sein und ich freue mich hier anpacken zu können! Danke für euren Besuch, liebe KAS. Und bis zum nächsten Mal. 🙋🏻‍♂️
6 Wo.",2022-03-22,1,"aktivitäten","bild","spontan","Interview","Medien",2,"meinung_teilen",NA,2022-03-22 08:00:32
"61","Ort der Erholung, Klimaschützer, Arbeitsplatz - unser #Wald hat viele Talente. Damit uns der Wald mit seinen vielfältigen Aufgaben auch in den kommenden Jahrzehnten erhalten bleibt, setzen wir auf eine multifunktionale und nachhaltige #Forstwirtschaft 🌳🌲

Waldbesitzer brauchen eine finanzielle Honorierung ihrer Ökosystemleistungen, damit sie den Wald klimagerecht umbauen können. Außerdem fordern wir eine stärkere Förderung von #Holz als Bau-, Werk- und Brennstoff. Wir glauben, dass ökologisch intakte Wälder und eine nachhaltige wirtschaftliche Nutzung kein Widerspruch sind. Im Gegenteil: Sie bedingen einander 🤝

#TagdesWaldes","2022-03-21T08:00:55","Publicación de Instagram",201,7,NA,NA,0,0,"2022-03-21","08:00:55","r Erholung","https://www.instagram.com/p/CbXsF09KzP8/","Ort der Erholung, Klimaschützer, Arbeitsplatz - unser #Wald hat viele Talente. Damit uns der Wald mit seinen vielfältigen Aufgaben auch in den kommenden Jahrzehnten erhalten bleibt, setzen wir auf eine multifunktionale und nachhaltige #Forstwirtschaft 🌳🌲

Waldbesitzer brauchen eine finanzielle Honorierung ihrer Ökosystemleistungen, damit sie den Wald klimagerecht umbauen können. Außerdem fordern wir eine stärkere Förderung von #Holz als Bau-, Werk- und Brennstoff. Wir glauben, dass ökologisch intakte Wälder und eine nachhaltige wirtschaftliche Nutzung kein Widerspruch sind. Im Gegenteil: Sie bedingen einander 🤝

#TagdesWaldes
7 Wo.",2022-03-21,0,"Unterseiteworter",NA,"gebastelt","Umwelt","Wirtschaft",1,"Ephemeriden",NA,2022-03-21 08:00:55
"62","Die Unionsfraktion fordert in ihrem Antrag die Bundesregierung auf, das Mahnmal für die Opfer des Kommunismus bis 2024 zu realisieren. Der 70. Jahrestag des Volksaufstandes in der DDR am 17. Juni 2023 wäre ein geeigneter Termin für die Grundsteinlegung in Berlin. Gegen das Vergessen der Opfer des Kommunismus! 🕯

#Kommunismus #Geschichte #Volksaufstand #DDR #17Juni

Bundesstiftung zur Aufarbeitung der SED-Diktatur CDU/CSU-Bundestagsfraktion","2022-03-18T13:55:59","Publicación de Instagram",180,8,NA,NA,0,0,"2022-03-18","13:55:59","ionsfrakti","https://www.instagram.com/p/CbQmVxNqMea/","Die Unionsfraktion fordert in ihrem Antrag die Bundesregierung auf, das Mahnmal für die Opfer des Kommunismus bis 2024 zu realisieren. Der 70. Jahrestag des Volksaufstandes in der DDR am 17. Juni 2023 wäre ein geeigneter Termin für die Grundsteinlegung in Berlin. Gegen das Vergessen der Opfer des Kommunismus! 🕯

#Kommunismus #Geschichte #Volksaufstand #DDR #17Juni",2022-03-18,0,"Unterseiteworter","worter","gebastelt","Erinnerungskultur","DDR",1,"erinnen",NA,2022-03-18 13:55:59
"63","18. März 1990 - Meine erste Wahl und dann gleich historisch! Was für ein Moment!
Am 18. März vor 32 Jahren fand die erste freie Volkskammerwahl der DDR statt. Erstmals hatten die Menschen in der DDR die Wahl zwischen 24 Parteien und Wahlbündnissen. Die Wahlbeteiligung lag bei beeindruckenden über 93 Prozent!

Wahlsieger war bei dieser Wahl 1990 die ""Allianz für Deutschland"", ein Bündnis aus CDU, Demokratischem Aufbruch (DA) und Deutscher Sozialer Union (DSU).
Sie erhält 48 Prozent der Stimmen (SPD 21,9%. PDS 16,3%, Bündnis 90 nur 2,9%).
Die Wähler stimmen damit für die Deutsche Einheit, westliche Demokratie und Soziale Marktwirtschaft.

Die Große Koalition von Lothar de Maizière (CDU, SPD, DSU, DA und Liberale) bereitete damals den Beitritt der DDR nach Art. 23 Grundgesetz vor. Am Ende stand der Einigungsvertrag.
Die erste freie #Volkskammerwahl der #DDR war damit auch die letzte. #friedlicheRevolution

Heute, 32 Jahre später, bin ich Mitglied des Deutschen #Bundestages. 🇩🇪
Darüber bin ich dankbar und bewegt.","2022-03-18T11:32:50","Publicación de Instagram",217,19,NA,NA,1,0,"2022-03-18","11:32:50","rz 1990 - ","https://www.instagram.com/p/CbQV9VmqSoz/","18. März 1990 - Meine erste Wahl und dann gleich historisch! Was für ein Moment!
Am 18. März vor 32 Jahren fand die erste freie Volkskammerwahl der DDR statt. Erstmals hatten die Menschen in der DDR die Wahl zwischen 24 Parteien und Wahlbündnissen. Die Wahlbeteiligung lag bei beeindruckenden über 93 Prozent!

Wahlsieger war bei dieser Wahl 1990 die ""Allianz für Deutschland"", ein Bündnis aus CDU, Demokratischem Aufbruch (DA) und Deutscher Sozialer Union (DSU).
Sie erhält 48 Prozent der Stimmen (SPD 21,9%. PDS 16,3%, Bündnis 90 nur 2,9%).
Die Wähler stimmen damit für die Deutsche Einheit, westliche Demokratie und Soziale Marktwirtschaft.

Die Große Koalition von Lothar de Maizière (CDU, SPD, DSU, DA und Liberale) bereitete damals den Beitritt der DDR nach Art. 23 Grundgesetz vor. Am Ende stand der Einigungsvertrag.
Die erste freie #Volkskammerwahl der #DDR war damit auch die letzte. #friedlicheRevolution

Heute, 32 Jahre später, bin ich Mitglied des Deutschen #Bundestages. 🇩🇪
Darüber bin ich dankbar und bewegt.
7 Wo.
pierreull
pierreull
Ich war damals sehr enttäuscht Lars; was für ein Erwachen in Mitteldeutschland seit dem Herbst 89 ( eigentlich schon seit 86) … wir wollten , so wie viele junge Menschen mit mir , ein Neues modernes junges Deutschland …am Ende siegte die Bonner Republik mit DM und „ wir wissen und zeigen Euch wie es geht“‘; im Osten Europas , den ich nicht in den 90 igern intensiv kennenlernte konnte sich die junge , nationale Generation durchsetzen…bei uns in Mitteldeutschland war dies aufgrund der Anreize auch der „ Buschzulage“ nicht möglich . …in der Rückschau konnte es in dieser Konstellation keine andere WahlEntscheidung geben.. ich glaube wir haben viele Chancen damals verpasst… heute haben wir in Deutschland vielleicht auch deswegen keine Helden…aber wir habe heute die Chance es anders zu machen….
7 Wo.Antworten",2022-03-18,1,"Sonstiges","worter","gebastelt","Erinnerungskultur","DDR",1,"erinnen",NA,2022-03-18 11:32:50
"64","Gestern im Deutschen #Bundestag 🇺🇦 #standwithU","2022-03-18T08:01:00","Publicación de Instagram",125,5,NA,NA,0,0,"2022-03-18","08:01:00","n im Deuts","https://www.instagram.com/p/CbP9txroofk/","Gestern im Deutschen #Bundestag 🇺🇦 #standwithU
7 Wo.",2022-03-18,0,"worter","worter","gebastelt","Ukraine",NA,1,"unterstutzung",NA,2022-03-18 08:01:00
"65","Weltweit werden #Menschen zu #Unrecht in Gefängnissen festgehalten. Der 18. März macht als #Aktionstag für die #Freiheit politischer Gefangener genau darauf aufmerksam. Ich möchte heute die Gelegenheit nutzen, auf Schicksale aufmerksam zu machen, die mich persönlich sehr berühren und für die ich mich politisch einsetze!

#WeStandBYyou sage ich weiterhin zu Andrei Kuznechyk in #Belarus. Dieser freischaffende #Journalist bei Radio Svaboda wurde am 25. November 2021 verhaftet und wird seither ohne Anklage festgehalten. Er gehört zu den vielen politischen Gefangenen, die im Rahmen der Proteste gegen Alexander Lukaschenko festgenommen wurden. 

In Zeiten, in denen in #Russland 🇷🇺 unzählige Menschen inhaftiert werden, weil sie gegen den Angriffskrieg in der #Ukraine 🇺🇦 auf die Straße gehen, bedanke ich mich bei allen, die sich für politische Gefangene einsetzen! Besonders erwähnen möchte ich die Internationale Gesellschaft für Menschenrechte und die Organisation Libereco. Beide unterstütze ich im Rahmen meiner Möglichkeiten, um für das Recht und die Freiheit politischer Gefangener zu kämpfen!","2022-03-18T06:02:36","Publicación de Instagram",177,13,NA,NA,0,2,"2022-03-18","06:02:36","it werden ","https://www.instagram.com/p/CbPwKkqqkPn/","Weltweit werden #Menschen zu #Unrecht in Gefängnissen festgehalten. Der 18. März macht als #Aktionstag für die #Freiheit politischer Gefangener genau darauf aufmerksam. Ich möchte heute die Gelegenheit nutzen, auf Schicksale aufmerksam zu machen, die mich persönlich sehr berühren und für die ich mich politisch einsetze!

#WeStandBYyou sage ich weiterhin zu Andrei Kuznechyk in #Belarus. Dieser freischaffende #Journalist bei Radio Svaboda wurde am 25. November 2021 verhaftet und wird seither ohne Anklage festgehalten. Er gehört zu den vielen politischen Gefangenen, die im Rahmen der Proteste gegen Alexander Lukaschenko festgenommen wurden.

In Zeiten, in denen in #Russland 🇷🇺 unzählige Menschen inhaftiert werden, weil sie gegen den Angriffskrieg in der #Ukraine 🇺🇦 auf die Straße gehen, bedanke ich mich bei allen, die sich für politische Gefangene einsetzen! Besonders erwähnen möchte ich die Internationale Gesellschaft für Menschenrechte und die Organisation Libereco. Beide unterstütze ich im Rahmen meiner Möglichkeiten, um für das Recht und die Freiheit politischer Gefangener zu kämpfen!
7 Wo.",2022-03-18,0,"menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion",NA,2022-03-18 06:02:36
