"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","datahoraposi","POSTID","datadate","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund"
"109","Heute ist #Aschermittwoch, der Beginn der Fastenzeit. Für viele ist es eine Zeit zum Besinnen und Innehalten. Unsere Gedanken und Solidarität sind beim Volk der #Ukraine. Wir bewundern ihren Mut und den Willen, ihre Freiheit zu verteidigen und trauern mit ihnen um die Opfer.

@cducsubt #StandWithUkraine 🇺🇦","2022-03-02T01:00:10","Publicación de Facebook",767,13,NA,1,0,1,"2022-03-02","01:00:10",2022-03-02 01:00:10,"ist #Asche",2022-03-02,"Unterseiteworter","inzwischen","gebastelt","Religiön","Aschermittwoch / Ukraine",1,"unterstutzung"
"110","Endlich wieder Energie⚡️Tagungen in Präsenz.
Der #Strukturwandel-Kongress des BDEW Bundesverband d. Energie & Wasserwirtschaft ist wie ein Klassentreffen nach zwei Jahren Pandemie 😷 

Gleich noch mit Ministerpräsident Michael Kretschmer im Podium.

Hier das Tagungsprogramm: https://md.bdew.de/media/documents/LG-MD_22_03_01_Programm_Internet_25_01_2022.pdf

Ralph Buder Frank Hirche","2022-03-01T09:00:29","Publicación de Facebook",440,6,NA,5,0,0,"2022-03-01","09:00:29",2022-03-01 09:00:29,"h wieder E",2022-03-01,"aktivitäten","bild","spontan","Energie","Strukturwandels/Arbeit",1,"aktivitäten_teilen"
"111","#FreeStateSaxony 🤍💚 #FreeUkraine 🇺🇦","2022-03-01T07:20:18","Publicación de Facebook",488,11,NA,9,0,1,"2022-03-01","07:20:18",2022-03-01 07:20:18,"tateSaxony",2022-03-01,NA,NA,NA,NA,NA,NA,NA
"112","Jetzt anmelden. 🙋🏻‍♂️","2022-02-28T15:59:15","Publicación de Facebook",270,1,NA,5,0,0,"2022-02-28","15:59:15",2022-02-28 15:59:15,"anmelden. ",2022-02-28,NA,NA,NA,NA,NA,NA,NA
"113","Was wir heute im Deutschen #Bundestag erlebt haben, ist nichts anderes als die Neuausrichtung unserer Sicherheits- und Verteidigungspolitik. Ein klares Bekenntnis zum 2 %-Ziel, klare Worte gegenüber #Putin und große Solidarität mit den Ukrainern, das hat heute weite Teile des Parlaments vereint. 150.000 auf der Straße des 17. Juni und Tausende im ganzen Land - allein 10.000 Menschen vor der Frauenkirche Dresden - geben ein starkes Signal der Geschlossenheit unseres Landes ab. #standwithukraine

Als #Bundeskanzler Olaf Scholz in seiner Rede all den Menschen dankt, die gegen #PutinsKrieg auf die Straßen gehen, insbesondere den mutigen Menschen in #Russland, steht der gesamte #Bundestag auf und applaudiert.
Nur eine Fraktion bleibt in diesem Moment sitzen: Das ist die #AfD!

Bei der heutigen Debatte im Deutschen Bundestag wurde klar: Der einzige, der für diesen Krieg in der #Ukraine 🇺🇦 verantwortlich ist, ist Wladimir Putin. Unser Fraktionschef Friedrich Merz fasste in aller Deutlichkeit zusammen: „Wir erleben einen Angriffskrieg mitten in Europa. Der verantwortliche Mann heißt Wladimir Putin. Aus dem lupenreinen Demokraten, der er nie war, ist nun endgültig und für alle sichtbar ein Kriegsverbrecher geworden.”

“Wichtig ist das klare und unmissverständliche Signal vom heutigen Tag: genug ist genug, das Spiel ist aus!“ 
➡️ Mehr unter https://www.cducsu.de/themen/aussen-europa-und-verteidigung/bundestag-stellt-sich-die-seite-der-ukraine

CDU/CSU-Bundestagsfraktion","2022-02-27T13:32:13","Publicación de Facebook",840,18,NA,87,3,0,"2022-02-27","13:32:13",2022-02-27 13:32:13,"r heute im",2022-02-27,"aktivitäten","bild","spontan","Ukraine",NA,7,"meinung_teilen"
"114","Despoten haben keine Zukunft. Wir danken dem ukrainischen Volk und seinem Präsidenten für den eindrucksvollen Mut. Die demokratischen Gesellschaften stehen zusammen. Wir senden ein klares Zeichen der Solidarität für #Frieden, #Freiheit und #Demokratie! #StandWithUkraine 🇺🇦

Friedrich Merz hält im Deutschen #Bundestag eine starke, kantige und klare Rede zur aktuellen Lage. Klare Botschaften in Reaktion auf die #Regierungserklärung von #Kanzler Olaf Scholz, kantig in der Abgrenzung zur #AfD und #LINKE, stark für #Frieden und #Freiheit, #Toleranz und #Meinungsfreiheit, #Demokratie und #Menschenrechte.","2022-02-27T03:36:12","Publicación de Facebook",527,22,NA,3,0,9,"2022-02-27","03:36:12",2022-02-27 03:36:12,"en haben k",2022-02-27,"Unterseiteworter","inzwischen","gebastelt","Ukraine",NA,1,"unterstutzung"
"115","Heute Abend vor der russischen Botschaft für die Ukraine 🇺🇦🕊","2022-02-26T14:55:14","Publicación de Facebook",418,6,NA,21,0,0,"2022-02-26","14:55:14",2022-02-26 14:55:14,"Abend vor ",2022-02-26,NA,NA,NA,NA,NA,NA,NA
"116","Und morgen 16.00 Uhr vor der Frauenkirche Dresden https://standwithu.eu #FreeUkraine 🇺🇦","2022-02-26T08:55:05","Publicación de Facebook",737,17,NA,18,1,1,"2022-02-26","08:55:05",2022-02-26 08:55:05,"rgen 16.00",2022-02-26,NA,NA,NA,NA,NA,NA,NA
"117","Es ist Krieg in #Europa. 😰
Russlands Angriffe gelten nicht nur der #Ukraine 🇺🇦.
Unser Fraktionschef Friedrich Merz betont:
""Es ist ein Krieg gegen die Demokratie,
gegen unsere Freiheit."" 

Die #Sanktionen waren richtig und müssen jetzt weiter verschärft werden. Dies wird zu einer weitgehenden Isolierung Russlands führen – diplomatisch, politisch, ökonomisch.

Als CDU/CSU-Bundestagsfraktion werden wir die Bundesregierung und die Europäische Union 🇪🇺 bei all diesen Bemühungen unterstützen.","2022-02-24T11:47:01","Publicación de Facebook",858,23,NA,48,13,0,"2022-02-24","11:47:01",2022-02-24 11:47:01," Krieg in ",2022-02-24,"worter","worter","gebastelt","Ukraine",NA,1,"unterstutzung"
"118","Seit 04:14 Uhr wird angegriffen… Schlimm!
Putin greift mit Rückendeckung von China 🇨🇳 ein freies Land an. 🇺🇦 #FreeUkraine 🕊

Putin kündigt Offensive in der Ukraine an

https://liveblog.zdf.de/aktuelles-zum-ukraine-konflikt/86969/#xtor=CS5-281

Foto: Dr. Ottilie Klein","2022-02-24T01:04:11","Publicación de Facebook",533,8,NA,9,0,1,"2022-02-24","01:04:11",2022-02-24 01:04:11,"4:14 Uhr w",2022-02-24,"landschaft","bild","spontan","Ukraine",NA,1,"meinung_teilen"
"119","✌️ Meine Politische Patenschaft für Andrei #Kuznechyk #FreeBelarus

UNTERSTÜTZUNG FÜR POLITISCHE GEFANGENE IN #BELARUS

Im Jahr 2020 hat die deutsch-schweizerische Menschenrechtsorganisation #Libereco – Partnership for Human Rights eine Solidaritäts-Kampagne für politische Gefangene in dem EU-Nachbarstaat gestartet.

Mit der Kampagne #WeStandBYyou ruft Libereco nun dazu auf, sich solidarisch mit allen Menschen in Belarus zu erklären, die sich für freie und faire Wahlen, die Demokratisierung des Landes, Rechtsstaatlichkeit sowie die Wahrung der #Menschenrechte engagieren.

Alle, die an der Seite der politisch Verfolgten in Belarus stehen, können ihre Solidarität unter Verwendung des Hashtags #WeStandBYyou in den sozialen Medien zum Ausdruck bringen und dort das Kampagnen-Motiv verbreiten. Im Rahmen der Kampagne erklären sich Abgeordnete europäischer Parlamente dazu bereit, eine Patenschaft für politische Gefangene in Belarus zu übernehmen und sich für deren Freilassung zu engagieren.

""Die Einhaltung und Bewahrung der Menschenrechte ist für mich eine Selbstverständlichkeit. Es ist grausig, dass Menschenrechte auf unserem europäischen Kontinent mit Füßen getreten wird. Seit den Präsidentschaftswahlen von 2020 sind die Menschen in Belarus auf die Straße gegangen, um gegen die staatliche Willkür und für freie Wahlen einzustehen. Als Ergebnis sind unzählige Menschen inhaftiert wurden.

Einer davon ist Andrei Kuznechyk, Journalist bei Radio Svaboda. Es liegt nahe, dass auch seine Verhaftung politisch motiviert ist und ein weiteres Puzzlestück der belarussischen Zensur und Unterdrückung der Meinungsfreiheit ist. Deshalb fordere ich auf, Andrei Kuznechyk und alle anderen politischen Gefangenen umgehend freizulassen und der belarussischen Bevölkerung endlich seine demokratischen Rechte zuzugestehen!""

Nach den völkerrechtswidrigen Aktionen von #Russland 🇷🇺 gegen #Ukraine 🇺🇦 in den letzten Tagen besteht die Sorge, dass weitere Annexionen folgen könnten… 🤨 auch deshalb habe ich jetzt diese #politischePatenschaft übernommen. 🙋🏻‍♂️

#FreeAndrei #HumanRigths","2022-02-22T22:15:19","Publicación de Facebook",613,11,NA,11,0,0,"2022-02-22","22:15:19",2022-02-22 22:15:19,"ne Politis",2022-02-22,"spontanlars","bild","spontan","Partenschaft",NA,1,"Aktion"
"120","Es ist eine hochgefährliche Lage 🇺🇦 nach der einstündigen Kriegserklärung von #Putin gestern aus #Moskau. In dieser Rede hat dieser Autokrat der #Ukraine 🇺🇦 das Existenzrecht abgesprochen. Unglaublich. Für mich in jedem Fall unerträglich. 😡

„Die Anerkennung der sogenannten ‚unabhängigen Republiken‘ im Osten der Ukraine ist nichts anderes als der Bruch des Völkerrechts.“ Das sagte #Bundespräsident #Steinmeier heute. Mit der Vernichtung des Minsker Abkommens durch die Entscheidung Präsident Putins sei die einzige Grundlage weggefallen, auf der Gespräche für eine friedliche Konfliktlösung noch stattgefunden hätten. Dies sei nicht der Weg in Dialog, sondern die Suche nach Konfrontation, so der deutsche Bundespräsident.

Mit dem Agieren Russlands 🇷🇺 wird nicht nur die #Friedensordnung in #Europa in Frage gestellt, es werden völkerrechtlich vereinbarte Grenzen verändert (das russische Parlament, die Duma hat bereits seine Zustimmung für den Einsatz russischer Truppen in der Ostukraine erteilt) und das Selbstbestimmungsrecht der Völker mit Füßen getreten. Zum Verzicht auf eine gewaltsame Änderung der Grenzen und zum Recht auf freie Bündniswahl hat sich freilich nicht nur der Westen bekannt; auch Moskau, ständiges Mitglied im UN-Sicherheitsrat, stimmte zu. Stehen wir deshalb an der Seite der Ukraine 🇺🇦.
Denn was kommt als Nächstes in Putins Machthunger?
#Belarus, die baltischen Staaten?

Die Corona-Krise ist noch nicht so richtig zu Ende, da beschäftigt uns die von #Russland herbeigeführte Ukraine-Krise. Bleiben wir beieinander und suchen eine friedliche 🕊 Lösung in diesem Konflikt. Alles andere würde bedeuten, wir hätten nicht aus der Geschichte gelernt. Die Situation ist nicht vergleichbar, erinnert aber fatal an die Annexion Österreichs infolge dessen schon einmal ein verheerender Weltkrieg in Europa begonnen hat. Mögen wir es diesmal verhindern und machen wir uns weiter keine Illusionen, mit wem wir es da in Moskau zu tun haben. Die jetzige Situation hat Putin seit langer Zeit vorbereitet.

Manfred Weber MdEP war heute gemeinsam mit dem EVP-Fraktionspräsidium bei der Enhanced Forward Presence (EFP) der NATO im litauischen Rukla, bei der die Bundeswehr die Führung hat, zu Gast. Die Präsenz an der #NATO-Ostflanke ist von enormer Bedeutung für die osteuropäischen Staaten, aber auch für die #Sicherheit in ganz Europa. Sie steht für Einheit, Solidarität und Stärke des Bündnisses. Die Bundeswehr leistet dafür einen sehr wichtigen Beitrag.

Wie notwendig dies ist, wird in diesen Tagen deutlich. Die Sicherheitssituation hat sich mit der Aggression Putins gegen die Ukraine fundamental verändert. Danke an Manfred Weber, dass er bewusst nach #Litauen gereist ist, um den baltischen Freunden unsere Unterstützung in der #EU zu versichern und der #Bundeswehr für ihren Einsatz zu danken.

🤜 #Einigkeit und #Recht und #Freiheit 🤛
#22022022freeUkraine
CDU/CSU-Bundestagsfraktion Manfred Weber Friedrich Merz Junge Union Deutschlands","2022-02-22T10:22:26","Publicación de Facebook",940,19,NA,76,13,0,"2022-02-22","10:22:26",2022-02-22 10:22:26," eine hoch",2022-02-22,"Sonstiges","bild","gebastelt","Ukraine",NA,4,"meinung_teilen"
"121","Gute gemeinsame Aktion der jungen politisch Aktiven in Deutschland 🇩🇪 #PJR #Frieden
Politischer Jugendring Dresden","2022-02-22T08:14:19","Publicación de Facebook",656,11,NA,12,0,0,"2022-02-22","08:14:19",2022-02-22 08:14:19,"emeinsame ",2022-02-22,NA,NA,NA,NA,NA,NA,NA
"122","Heute ist der Internationale #TagderMuttersprache 🗣
Welche ist eure Lieblingssprache?","2022-02-21T10:15:44","Publicación de Facebook",329,6,NA,0,0,0,"2022-02-21","10:15:44",2022-02-21 10:15:44,"ist der In",2022-02-21,"Unterseiteworter","inzwischen","gebastelt","Sonstiges","Tag der Muttersprache",1,"Ephemeriden"
"123","🚨immer wieder #Wetterwarnung 🌬💨💦☔️
in Deutschland 🇩🇪
#Ylenia, #Zeynep und #Antonia hielten uns im ganzen Land am Wochenende in Atem. Danke allen Einsatzkräften 💪 die unermüdlich im Einsatz waren – und aufgrund der anhaltend stürmischen Wetterlage weiterhin in Alarmbereitschaft sind. 🙏 #Danke!

Feuerwehr Dresden Feuerwehr Radeberg Feuerwehr Arnsdorf Feuerwehr Wachau Feuerwehr Verein Ottendorf-Okrilla e.V. Feuerwehr Großröhrsdorf Feuerwehr Dresden-Weißig Feuerwehr Dresden-Bühlau Feuerwehr Dresden-Klotzsche Feuerwehr Weixdorf Freiwillige Feuerwehr Gompitz Feuerwehr Löbtau Freiwillige Feuerwehr Dresden - Gorbitz Freiwillige Feuerwehr Cossebaude Freiwillige Feuerwehr Dresden-Ockerwitz Feuerwehr Pappritz","2022-02-21T08:22:10","Publicación de Facebook",503,10,NA,6,0,0,"2022-02-21","08:22:10",2022-02-21 08:22:10," wieder #W",2022-02-21,"Unterseiteworter","inzwischen","gebastelt","Gesellschaft","Sturmtief",1,"danke"
"124","#TagderMuttersprache - Ja 👍 unsere Sprache entwickelt sich weiter, aber bitte nicht politisch motiviert, sondern ganz natürlich.","2022-02-21T00:36:01","Publicación de Facebook",881,25,NA,52,1,0,"2022-02-21","00:36:01",2022-02-21 00:36:01,"rMutterspr",2022-02-21,NA,NA,NA,NA,NA,NA,NA
"125","Die #Unionsfraktion bereitet sich mit einem Impfkonzept auf mögliche weitere #Corona-Wellen im Herbst vor. Zentraler Bestandteil unseres Konzepts ist neben dem abgestuften #Impfmechanismus und einer verstärkten #Impfkampage ein #Impfregister.

Gern können wir bei meiner nächsten #Bürgersprechstunde am 03. März darüber sprechen.

#impfenrettetleben #impfenschützt

CDU/CSU-Bundestagsfraktion","2022-02-20T10:00:15","Publicación de Facebook",535,4,NA,5,1,0,"2022-02-20","10:00:15",2022-02-20 10:00:15,"nionsfrakt",2022-02-20,"Infografik","worter","gebastelt","CORONA","Schutzkonzept der CDU",1,"meinung_teilen"
"126","😓 Am 19. Februar 2020 verloren zehn Menschen in #Hanau auf brutalste Weise ihr Leben.
#Rassismustötet

Die Erinnerung ist Auftrag für jeden in unserem Land, Hass und Hetze jeden Tag entschieden entgegenzutreten. Denn der rechtsradikale Terror war auch ein Anschlag auf uns alle.
Nur wer in #Sicherheit lebt, kann auch in #Freiheit leben.🗽 

Unser Mitgefühl gilt den Hinterbliebenen. 🙏🕯 #Hanau1902 #saytheirnames","2022-02-19T10:00:57","Publicación de Facebook",365,2,NA,1,0,0,"2022-02-19","10:00:57",2022-02-19 10:00:57,"9. Februar",2022-02-19,"text","worter","gebastelt","Erinnerungskultur",NA,2,"erinnen"
"127","Diese Woche im Deutschen #Bundestag:
Am Donnerstag durfte ich meine 2. Rede im #Parlament halten zur Perspektive der Lehrerausbildung in Deutschland 🇩🇪 
Hier mein Redebeitrag zum Nachschauen in der Bundestagsmediathek:
https://dbtg.tv/cvid/7533750

Am Freitag habe ich mich im Parlament mit dem Geschäftsführer des 🕎#ZentralratderJuden, Herrn Botmann getroffen. Zentraler Punkt unseres Gesprächs war das jüdische Leben in Deutschland und die Integrationsleistung der jüdischen Religionsgemeinschaft. ✡️","2022-02-19T07:00:33","Publicación de Facebook",1250,12,NA,124,2,1,"2022-02-19","07:00:33",2022-02-19 07:00:33,"Woche im D",2022-02-19,"aktivitäten","bild","spontan","Bundestag","Rede",2,"aktivitäten_teilen"
"128","Bei #Wind 🌬 #Sturm 💨 und jedem #Wetter 💦 zur Stelle, wenn Hilfe benötigt wird 🙏 #zeynep","2022-02-19T02:34:24","Publicación de Facebook",491,10,NA,3,0,0,"2022-02-19","02:34:24",2022-02-19 02:34:24,"ind 🌬 #Stu",2022-02-19,"Unterseiteworter","inzwischen","gebastelt","Gesellschaft","Sturmtief",1,"danke"
"129","Die Energiepreise explodieren und die 🚦 Ampel ist mal wieder ausgefallen. Bereits seit Oktober 2021 können Sofortmaßnahmen ergriffen werden. Doch die Bundesregierung handelt nicht. Wir finden, das geht so nicht. 

Deshalb habe ich mit den Kolleginnen und Kollegen der CDU/CSU-Bundestagsfraktion 22 Vorschläge erarbeitet, um alle in Deutschland 🇩🇪 zeitnah, wirksam und gerecht zu entlasten. 

Auf meine Frage zu den #Kraftstoffpreisen hat die Bundesregierung geantwortet. Der Staatssekretär im Bundesministerium für Wirtschaft und Klimaschutz Dr. Patrick Graichen führt aus: “Informationen über die der Preisgestellung zugrundliegenden Kalkulationen oder Preisberechnungen der Mineralölgesellschaften liegen der #Bundesregierung nicht vor.
Die Steuern auf Kraftstoffe haben keinen Anteil an den aktuellen Energiepreissteigerungen. Sie machen nur einen Teil der Kraftstoffpreise aus. Unabhängig von der Mehrwertsteuer, die sich prozentual am Gesamtpreis bemisst, ist der Energiesteueranteil seit dem Jahr 2003 unverändert. Zum Jahreswechsel 2022 erhöhte sich der gesetzlich festgelegte CO2-Preis nach dem Brennstoffemissionshandelsgesetz (BEHG) lediglich um rund 1,5 Cent je Liter. Nachvollziehbar sind die höheren Kraftstoffpreise jedoch insofern, als die Rohölpreise auf dem Weltmarkt jüngst deutlich gestiegen sind. Weiterer Grund sind die geänderten Wechselkurse zwischen Dollar und Euro, die zuletzt den Einkauf der in Dollar notierten Ölsorten in den Euro-Raum verteuert haben.”

Unter anderem fordern wir 👇

❌EEG-Umlage abschaffen. 
⬇️Stromsteuer auf europäisches Mindestmaß absenken. 
⬆️Pendlerpauschale anheben. 

Hier geht es zu all unseren Vorschlägen: https://dserver.bundestag.de/btd/20/007/2000725.pdf

CDU/CSU-Bundestagsfraktion","2022-02-18T04:40:27","Publicación de Facebook",415,0,NA,2,0,0,"2022-02-18","04:40:27",2022-02-18 04:40:27,"ergiepreis",2022-02-18,"worter","worter","gebastelt","Energie","Preissteigerung",1,"böse"
"130","Die Energiepreise explodieren und die 🚦 Ampel ist mal wieder ausgefallen. Bereits seit Oktober 2021 können Sofortmaßnahmen ergriffen werden. Doch die Bundesregierung handelt nicht. Wir finden, das geht so nicht. 

Deshalb habe ich mit den Kolleginnen und Kollegen der CDU/CSU-Bundestagsfraktion 22 Vorschläge erarbeitet, um alle in Deutschland 🇩🇪 zeitnah, wirksam und gerecht zu entlasten. 

Auf meine Frage zu den #Kraftstoffpreisen hat die Bundesregierung geantwortet. Der Staatssekretär im Bundesministerium für Wirtschaft und Klimaschutz Dr. Patrick Graichen führt aus: “Informationen über die der Preisgestellung zugrundliegenden Kalkulationen oder Preisberechnungen der Mineralölgesellschaften liegen der #Bundesregierung nicht vor.
Die Steuern auf Kraftstoffe haben keinen Anteil an den aktuellen Energiepreissteigerungen. Sie machen nur einen Teil der Kraftstoffpreise aus. Unabhängig von der Mehrwertsteuer, die sich prozentual am Gesamtpreis bemisst, ist der Energiesteueranteil seit dem Jahr 2003 unverändert. Zum Jahreswechsel 2022 erhöhte sich der gesetzlich festgelegte CO2-Preis nach dem Brennstoffemissionshandelsgesetz (BEHG) lediglich um rund 1,5 Cent je Liter. Nachvollziehbar sind die höheren Kraftstoffpreise jedoch insofern, als die Rohölpreise auf dem Weltmarkt jüngst deutlich gestiegen sind. Weiterer Grund sind die geänderten Wechselkurse zwischen Dollar und Euro, die zuletzt den Einkauf der in Dollar notierten Ölsorten in den Euro-Raum verteuert haben.”

Unter anderem fordern wir 👇

❌EEG-Umlage abschaffen. 
⬇️Stromsteuer auf europäisches Mindestmaß absenken. 
⬆️Pendlerpauschale anheben. 

Hier geht es zu all unseren Vorschlägen: https://dserver.bundestag.de/btd/20/007/2000725.pdf

CDU/CSU-Bundestagsfraktion","2022-02-18T04:40:27","Publicación de Facebook",415,0,NA,2,0,0,"2022-02-18","04:40:27",2022-02-18 04:40:27,"ergiepreis",2022-02-18,"worter","worter","gebastelt","Energie","Preissteigerung",1,"böse"
